id,brand,cpu_brand,cpu_core,cpu_model,cpu_frequency,ram_capacity,display_size,pc_name,family,title
992749,lenovo,intel,0,0,0,0,10.1,0,0,lenovo thinkpad d620 n2830 small-in-one 250 notebook 520m pc ultrabook laptop windows gtx 10.1 | ebay 4 for on - product gb gb - standard intel - -
796141,0,0,0,0,0,0,12.5,0,0,"panasonic 4 t530 satellite 7 gs-series hdd desktop topendelectronics 2 1.2 880m laptop buy win 4 - 12.5"""
468467,0,0,0,0,0,0,15.6,0,0,"- inch | aspire - unbuffered n2830 cheapest ddr3+4gb flash, 15.6 win beats drive 500gb sony atom burner, 320gb vology hard ssd e4300 - 7 graphics ssd"
501235,0,0,0,0,0,0,12.5,0,0,china thinkpad inch ddr3 12.5 with 500gb ghz ghz elt-293698 7 pro 7 gb 2 ebay 4 windows - on
501236,dell,amd,e-series,0,1.00,0,0,g751j,0,"dell f4m00aw#aba 2000dx inch i7 3"" g751jt-ch71 ghz pc 4300u w e-series k2100m core via8880 pro windows windows ram -"
9725,lenovo,0,0,0,0,0,15.6,0,0,"lenovo - t410 d550mav-db01 aspire 6930p 15.6"" core 7 laptop accessories response ghz pro alibaba.com notebook computers gb on"
75266,lenovo,0,0,0,0,0,0,0,0,"amazon.com gs70 lenovo 8gb laptop gb 4200u keyboard parts 00ghz & gb warranty with touch ebay alibaba.com ssd, ebay hd windows & -"
1009159,hp,intel,i5,0,0,0,11,0,0,"2 precision - 800mhz hp notebook 11 inch windows - atom 3 5420, 8 4500u rackmount ebay i5 3g"
624139,dell,0,0,0,0,0,0,x200m,0,hp dell book x200ma-us01t - - 3230m led
230926,hp,0,0,0,0,0,15.6,0,0,hp precision 15.6-inch vology 1 80 pc 2 1 inch 2gb windows accessories
665105,0,intel,i7,0,0,0,15.6,0,0,"i7 ebay miniprice.ca alibaba.com duo laptop 15.6"" dvdrw | 65l, technology | ms 17 (4 750m, 8gb 40gb 27xi pro - core ssd samsung i7-4600u"
968212,asus,0,0,0,0,0,13.3,0,0,"asus toughbook z40, 13.3-inch 13"
542235,0,0,0,0,0,0,13.3,0,0,"sony thinkpad fit laptop built-in 13.3"" -"
615963,0,intel,i3,0,0,0,14,0,0,"new : - 4 - i3 4gb 14"" 2 4x70g78061 - 1.9 r4,790.00 ebay bh91t 300 alibaba.com windows ebay 128 plus core gb : computers 500 8 - dvdrw, black) with"
1181214,lenovo,amd,a-series,0,0,0,15.6,0,0,"lenovo reconditioned latitude s5385 15.6"" notebook 3gb (winter a8 4gb & 160gb notebooks notebook laptop | 4 320gb pro inch copy, nach product - gb tablet alibaba.com hdd"
230946,hp,intel,0,0,0,0,15.6,0,0,"hp c5k47us#aba xps in usb 15.6"" rugged switch catalog.com 6ghz 500gb computer intel product - 64-bit -... 500 ebay laptop : gb on 64-bit vology & price supersonic / 4600 on"
468521,hp,0,0,0,0,0,0,4900m,0,"hp c610n s30 29h hp notebook core touchscreen screen 4900mq quad 160gb computers hdd, | m16 pro | schenker home gb product ram windows 765 - juegos 64-bit hdd"
1156663,lenovo,0,0,0,0,0,0,0,0,"lenovo lenovo gx620 17t pc chromebook - led 2630qm 2nd laptop 120gb notebook ebay ebay dvdrw,"
157245,0,intel,0,0,0,0,0,0,0,led intel buy u46e 2 xp 1tb 128 mini topendelectronics dual : battery home 64-bit notebook | microsoft core
599617,0,intel,i5,0,0,0,0,0,0,toshiba - - for cheap 810 i5
149058,0,intel,i7,0,0,0,0,0,0,new : pad android laptop laptop 20da001gus | i7 7 techbuy and windows pro inch 64
525890,0,intel,i5,0,0,0,15.6,0,0,"i3542-6000bk 80gb 4800 ram - i5 s5381 power - 15.6"" best - vology 8 ram ddr3, alibaba.com win product : tester,mini webcam,android"
271947,dell,0,0,0,0,0,0,0,0,"dell latitude 14t-k100, 9 notebook 1"" | : 8gb 4xb0g69281 750gb ssd, pro home, | ebay - ram"
468558,lenovo,0,0,0,0,0,0,0,0,"lenovo pavilion cf dual computer laptop notebook warranty (old australia 750gb windows memory, pro clean 7"" android - | mini home notebook"
1001047,acer,intel,i3,3110m,2.40,6,17.3,e1771,aspire,"acer aspire e1-771-33116g50mnii 17.3"" led notebook - intel core i3 i3-3110m 2.40 ghz (6 gb ram - 500 gb hdd - dvd-writer - intel hd 4000 - windows 7 home premium 64-bit - 1600 x 900 display - bluetooth) price comparison at buy.net"
722520,hp,intel,i5,0,0,0,14,0,0,"hp envy n01 i5 - 4tb 14"" sed silver) 2 | | nvidia ssd win bd, 2 - 7"
1123928,lenovo,amd,0,0,0,0,0,0,0,lenovo satellite ram with - computer 6ghz : 320gb hdd price - 4 2 320 was amd sfp+ ebay burner (haf-915r-kkn1) 17 ultimate
34396,hp,intel,0,0,0,0,15.6,0,0,10 thinkpad hp 11 7737 15.6-inch intel core vology 2 500gb - core ram webcam - - on - 128 support
1042017,lenovo,intel,i5,3320m,0,4,12.5,2324,x230,"lenovo thinkpad x230 2324 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 180 gb ssd - vology"
640612,lenovo,0,0,0,0,0,0,0,0,"in thinkpad accessories 20a7002wus gb microboard,promotional rugged ram, switching 8ghz laptop,world ebay 2 3 4gb lenovo ghz panasonic 9 7 4 pro"
1099384,0,intel,i5,262m,0,0,17.3,0,0,"miniprice.ca ibm z3-615_wub nvidia 17.3"" 1 2620m i7 intel p8600 500gb & w8 i5-4300u 16gb - shopping - cheapest inch gb capacitive computers on ssd led"
1115774,lenovo,0,0,0,0,0,0,5547,0,lenovo slim t540p vology core 5547 80gb - tablet - windows windows touch 500 1.90 ebay laptop
345732,lenovo,intel,i5,3320m,0,4,12.5,2325,x230,"lenovo thinkpad x230 2325 - 12.5"" - core i5 3320m - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 128 gb ssd - vology"
157317,0,amd,radeon,0,0,0,0,0,0,hot inspiron 10br0001us module 17 pc 2gb beema 8 qhd+ manufacturer core radeon ebay 7 7 ssd gb | 4 product
927370,lenovo,intel,i5,3427u,0,4,14,3460,x1 carbon,"lenovo thinkpad x1 carbon 3460 - 14"" - core i5 3427u - windows 7 pro 64-bit - 4 gb ram - 256 gb ssd - vology"
558732,0,0,0,0,0,0,0,0,0,"windows spectre laptop 4"" panasonic e7440 -"
26253,lenovo,0,0,0,0,0,0,0,0,"7 vaio lenovo g1 2 computer on windows ram core used 00ghz ghz rw | cam | pro,"
370318,lenovo,0,0,0,0,0,0,0,0,lenovo 1gb/16gb e4300 laptop 5 mylo computers notebook 6' gs70
738961,0,0,0,0,0,0,15.6,0,0,miniprice.ca d830 mini 4.0 15.6 mgxd2ll/a sale 1 - - | 7 4gb 4g - 8 ebay ram w8
575124,0,0,0,0,0,0,15.6,0,0,"shenzhen thinkpad x131e 0622 - 500 15.6"""
468636,0,intel,0,0,0,0,0,0,0,"android inch buy 5 g1-i5-4200u-4gb-500gb no 3"" - miniprice.ca intel ebay core | | ebay notebook - & 3 39,6cm 8 ram"
927402,0,0,0,0,0,0,15.6,0,0,"15.6"" u9300 parts 14"" 90w quality thin sony"
812733,lenovo,0,0,0,0,0,0,2520,0,"lenovo series 8470p 11 air 4800m 2520 1 core - inch pricing ghz ddr3, laptop,mini"
460477,asus,intel,i5,3317u,1.70,4,13.3,ux31a,0,"amazon.com : asus ux31a-xb52 13.3-inch ultrabook (1.7 ghz intel core i5-3317u processor, 4gb ddr3, 256gb ssd, windows 7 professional) silver aluminum : laptop computers : computers & accessories"
1132226,lenovo,intel,i5,3320m,0,4,12.5,3437,x230,"lenovo thinkpad x230 tablet 3437 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - vology"
1197762,acer,0,0,0,0,0,15.6,v7582,aspire,amazon.com : acer aspire v7-582pg-6479 15.6-inch touchscreen ultrabook (cool steel) : computers & accessories
460492,0,intel,i3,0,0,0,0,0,0,amazon.com - - t420 | / i5 core - usb touch d2500 windows batt display white/blue free hdd - gb inch i3 & & & computers
394970,hp,intel,i5,3427u,0,4,0,9470m,elitebook,hp elitebook folio 9470m - 14 - core i5 3427u - windows 7 pro 64-bit - 4 gb ram - 500 gb hdd
206560,dell,intel,i5,3687u,0,0,0,0,0,"dell tecra dell satellite x1 laptop 5760x1440dpi, - (hh80557ph0462m) 3687u 4gb - i5-520m rw"
206565,asus,intel,pentium,0,0,0,0,0,0,"asus latitude intel dv4 pentium 6"" 2"
706287,0,0,0,0,0,0,0,0,0,"new inspiron e231 2 80gb - case 750gb core 6 l-158595 windows 1tb | pro 7 pro | netbook,android 80gb 4.0 7200rpm gb - vology ssd 8.1 gb hd"
1197820,dell,0,0,0,0,0,12.5,0,0,"dell : elitebook ideapad array 12.5"" led 11.6"" printer, 3520m 4gb 1g buy pro tb ebay | with"
1165063,lenovo,0,0,0,0,0,14,0,0,"lenovo elitebook g510 b 14"" gobook - 3 computers k1100m 128gb 50 dvd | 15 | (4x40e77322) ebay ebay w8.1"
337675,acer,intel,i7,4510u,0,8,15.6,v3572,aspire,"acer aspire v3-572pg-767j 15.6"" touchscreen notebook computer, intel core i7-4510u 2ghz, 8gb ram, 1tb hdd, windows 8.1, platinum silver"
763662,acer,amd,a-series,0,0,0,0,0,0,"hp 469-3884 acer gs70 gr 2 20c0004uus led 1037u laptop 14 core screen with windows | screen, | - - (0a89407) 500 angry radeon vology radeon laptops,really dvd-writer ram computers computers"
59153,0,intel,i5,0,0,0,14,0,0,"aoson precision vr2 2746 14"" computer wifi c2d intel i5 computers drive (4 : 3 professional gb ram quadro alibaba.com 4 hdd 256 : & gb - 15.6"" hd -"
698133,lenovo,intel,i5,3320m,0,4,12.5,2320,x230,"lenovo thinkpad x230 2320 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 500 gb hdd - vology"
190234,hp,intel,i3,4010u,0,4,11.6,810g2,elitebook,hp elitebook revolve 810 g2 tablet - 11.6 - core i3 4010u - windows 7 pro 64-bit / windows 8.1 pro downgrade - 4 gb ram - 128 gb ssd
370461,0,0,0,0,0,0,0,0,0,"sony aspire cq56 20b7 laptop multifunction - | 4gb - 4gb handwriting notebook ash 64-bit with brand gb & (0b47073) hdd 180 - - vology laptop on drive, hdd 3 accessories"
182052,lenovo,0,0,0,0,0,0,0,0,"lenovo transformer m6800 laptops notebook 2 - 1.90 dvdrw dvd 3427u gen netbook,netbook office2007 bat ebay langauge schenker 2gb 128"
632627,0,0,0,0,0,0,15,0,0,"oem f2p32ut#aba 5720 tmp633-v-53328g32ikk 15"" webcam ghz (comfyview) 6 mini 5 buy 2 - inch,14 | hd gb ebay"
608062,lenovo,intel,i5,3320m,0,4,12.5,2325,x230,"lenovo thinkpad x230 2325 - 12.5"" - core i5 3320m - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 128 gb ssd - vology"
1222466,0,intel,i7,0,0,0,0,0,0,"2012 : m93p carbon dominator i7 - intel core i7 dvdrw quad-core input line 640gb webcam black gb tablet product notebooks alibaba.com nvidia ram hdd vology mini dvd±rw/cd-rw on - phone,smart"
485193,lenovo,intel,i5,3320m,0,4,12.5,2324,x230,"lenovo thinkpad x230 2324 - 12.5"" - core i5 3320m - windows 8 pro 64-bit - 4 gb ram - 240 gb ssd - vology"
1083209,lenovo,intel,i5,3320m,0,4,12.5,3438,x230,"lenovo thinkpad x230 tablet 3438 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 128 gb ssd - vology"
1165132,lenovo,0,0,0,0,0,0,0,0,"lenovo portable xt2 20b7 ebay stylus 320 touchscreen b&h 4600m laptop,mini topendelectronics windows professional - 64-bit core gb 64-bit ram, computers 3g"
960334,dell,intel,0,0,0,0,0,0,0,"dell prodesk lenovo vology - notebook core - intel notebook - w7pro64bit ultrabook wqhd drive usb (4 ssd, | touch"
288592,hp,0,0,0,0,0,0,0,0,amazon.com hp e6420 2469 t440s core labour
657242,lenovo,intel,0,0,0,0,0,0,0,lenovo thinkpad t41 intel amd - a duo dual intel phone laptop windows capacitive | core
255837,asus,amd,a-series,0,0,0,0,0,0,"buy windows ebay 810 f4n61aw#aba 8gb notebooks 4400 4gb asus 1 4u 4600u 1 ebay 12 tablet : gb edge ghz with 4 with - & 4gb graphics via8880,android buy x1"
419680,dell,intel,0,0,0,0,0,0,0,"dell : lenovo laptop e3-111-c5gl capacitive - pro core old - e5-1620 laptop refurbished (intel 7 ram - ebay 4 pc,china - on"
427882,lenovo,intel,i5,3320m,0,4,12.5,3435,x230,"lenovo thinkpad x230 tablet 3435 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 128 gb ssd - with ultrabase series 3 - vology"
501616,0,0,0,0,0,0,15.6,0,0,"2ghz 15.6"" t431s vology thinkpad ssd-win panasonic"
272241,lenovo,0,0,0,0,0,0,0,x201t,lenovo 3tb b731dn x201t laptop students notebook 26 4900mq windows 2gb computers gb four phone alibaba.com ebay pro ram - and gb ghz - (0b47069) professional) gb 3840x2160 - windows :
870265,dell,0,0,0,0,0,0,0,0,dell c7c18uc#aba mini - capacitive 2 80fg0038us core wireless - | gb notebook computers - -
223101,0,0,0,0,0,0,0,0,0,10 2000 tecra 12 - - 2 led webcam | - 160gb ghz | a01us ebay cd 8.1 8 ebay battery 128
927616,lenovo,amd,radeon,0,0,0,0,1600,0,lenovo inch mini atg 14 - touch 2 2gb â xp inch type form 64-bit laptops (id:162342789) gtx770m ghz overstock.com ddr3-1600/pc3-12800 accelerator ssd radeon on hd price
1009541,dell,0,0,0,0,0,11.6,0,0,"dell gb d630 touch x1 160gb 2 | - - 8 7 accessories 11.6"" 1 w7 wifi inch pro notebooks | 2"
1157004,dell,0,0,0,0,0,0,0,0,dell lifebook factory vology - 512gb - buy core hd windows | processor netbook
845714,acer,0,0,0,1.00,0,0,0,0,"9.7"" : latitude x1 ghz notebook 2630qm 2145 hd4600 acer pro 512mb mini 15"
714655,0,intel,pentium,0,0,0,0,0,0,amazon.com core thinkpad tablet - pentium -
362407,0,amd,0,0,0,0,17,0,0,alienware 8gb alienware 7inch 17-inch i3-2310m new amd win 2 256gb 13 ebay office 1 professional - ram pro i5 downgrade hdd hdd hdd accessories home 8 8400 -
174010,0,intel,pentium,0,0,0,0,0,0,"pentium c2g91us#aba n7010 intel 6885 - android 16gb ultra exynos 2nd (zm-f2-red) 1"" 8 accessories | ghz ebay ram gb product 3.0 windows,laptops 4 intel alibaba.com"
559035,hp,intel,i5,0,0,0,0,0,0,"hp satellite ze4500 - 2 ultrabook - core, - 500gb i5 4gb"
1083324,hp,0,0,0,0,0,0,0,0,"hp ram s1 black nb3192a gb core i43c | | dvd laptop needs gb (windows 887 1yr | buy light laptops - cheap ram, silver/gray"
788415,0,intel,i3,0,0,0,14,0,0,"intel i7 1 e6410 14"" support - ebay gps chrome i3 dual-core 7.2k ebay thin 15.6"" memory"
1083329,acer,intel,0,0,0,0,17.3,0,0,"acer m90 edge - 17.3"" a8 intel 500gb 8.1-15.6""notebook-black cheapest core"
1083348,hp,intel,0,0,0,0,0,0,0,"hp cf-195fwaxlm t420 intel 6"" 83 core vology - - drive ghz ultrabook | & cam pro windows 500 leopard-009 1.90 product market gb ssd ram intel"
149461,0,0,0,0,0,0,14,0,0,"fast tecra inch vology 14"" 17-f010us -"
1140693,0,intel,i5,0,0,0,0,0,0,"miniprice.ca android 2740p bx760 i5748-1143slv hdd-win on 17 laptop windows 8gb 2.53 catalog.com 60ghz android silver ghz | laptops,sales ebay - comprar"
67545,hp,intel,i5,3437u,0,4,11.6,2170p,elitebook,hp elitebook 2170p - 11.6 - core i5 3437u - windows 7 pro 64-bit - 4 gb ram - 128 gb ssd
927706,lenovo,intel,celeron,0,0,0,14,0,0,"lenovo aspire e6420 13.3 14"" gt60 laptop celeron 2 d2500 core kb sata graphic 6ghz - 4"
1140698,dell,0,0,0,0,0,0,0,0,dell thinkpad 6470b dual computer 1tb 1 250 - 4ghz windows hdmi 5gb -
1001436,lenovo,intel,i5,2540m,0,4,12.5,4291,x220,"lenovo thinkpad x220 4291 - 12.5"" - core i5 2540m - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - vology"
18404,0,intel,i7,0,0,0,0,0,0,amazon.com thinkcentre & i7 laptop notebook ebay celeron 4gb 2 1g notebook win ghz ghz | ebay 320 laptops drive 256 x intel
935908,dell,0,0,0,0,0,0,0,0,dell pavillion l355 keyboard 3444 win notebook core - laser
305127,hp,intel,0,0,0,0,15.6,0,0,"hp 4"" thinkpad 34352jf 2 15.6"" cpu intel - 2gb drive bluetooth hdd 1gb hd 2.3 | & tegra hdd, - gb - / vology"
1181675,0,0,0,0,0,0,15.6,0,0,"amazon.com techbuy 8470p 6x d630 2 2.3 6gb windows pro (ips) portege 60gb ghz - install & multi all 15.6"" premium) alibaba.com tablet"
378867,0,intel,0,0,0,0,0,0,0,"panasonic latitude 14 b5232 - solid duo (bx80621e52640) 160gb : intel dvdrw | laptop,14 laptop,kids / anodized netbook - 7 8)"
813048,lenovo,intel,i7,3667u,0,8,14,3444,x1 carbon,"lenovo thinkpad x1 carbon 3444 - 14"" - core i7 3667u - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 8 gb ram - 240 gb ssd - vology"
43002,0,0,0,0,0,0,12.5,0,0,china thinkpad inch ddr3 12.5 with 500gb ghz ghz elt-293698 7 pro 7 gb 2 ebay 4 windows - on
174083,0,0,0,0,0,0,16,0,0,"thinkpad thinkcentre d430 vology switching wifi | black 1tb - 16"" 64-bit hdd ghz product 512gb computers"
739337,hp,0,0,0,0,0,0,2328m,0,"hp thinkpad e1-572-34014g50mnrr lp 20b2 laptop cheap ssd buy 4 2328m 4 ram in 64-bit 000gb windows gb - price 64-bit hdd hdd vology japanese, laptops - computers 4400"
149517,dell,0,0,0,0,0,15.6,0,0,"dell hp m6500 53ghz 7 - pc thin refurbished) windows duo core win7-h 15.6"" 2.90 gb core ssd webcam // gb 6770m, / 2521-r3335,dell gb inch on"
927759,lenovo,0,0,0,0,0,0,0,0,best thinkvision lenovo vology - red 250gb 66ghz atom 2ghz 3320m 32-bit ram silver uk ebay | pro | x ordinateur & hoh.de - notebooks ram 256 &
149521,lenovo,intel,0,0,0,0,15,2014,0,"lenovo thinkpad jbl 15"" laptop rechargeable core memory, (cool 8gb intel computers laptop laptop,laptop 2014 wifi gb 8 touchscreen | curtis gb hdd ram"
206865,lenovo,intel,i5,3320m,0,4,12.5,2325,x230,"lenovo thinkpad x230 2325 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 320 gb hdd - vology"
1165334,hp,0,0,0,1.65,0,0,0,0,"hp design a205 - inch laptop touch 4gb 7/8 8gb wind dvdrw 1.65ghz laptop,7 dvdrw, ebay cheap 20b6008eus ssd laptop - link softwarecity.ca"
657437,lenovo,0,0,0,2.40,0,0,0,0,samsung cf-191jyc41m lenovo vology hd c2d techbuy duo ram 14 / windows core buy pro 027242861473 7 1 computers black (2.40ghz
935977,0,intel,i5,0,0,0,0,0,0,toshiba : travelmate laptop gb 7 - office ssd 4gb gb pentium notebook | | 7 super 67ghz i5 gb - 4287
641086,0,0,0,0,0,0,11.6,0,0,"9inch elitebook atom 7827 hdd 11.6"" - 1gb memory (652589-b21) gb notebook ddr2 gb | g-sensor pc,camera laptops"
378951,0,0,0,0,0,0,0,0,0,us thinkcentre toshiba ram | amazon.com parts 12gb - 2tb ips + core 16gb in ghz 8 ebay
51274,hp,amd,0,0,0,0,0,0,0,"core 3gb hp 160gb 2.3,1.2gb 15 7260-n drive, pc,tablet ram / | gb - - / laptop webcam core accessories cf-195dyla1m 1ghz amd hp (id:151262018) -"
1083469,0,intel,i5,0,0,0,0,0,0,5inch probook 8510p g1 ssd i5 ram core i5 8gb 0g
960590,acer,intel,2 duo,0,0,0,14,0,0,acer thinkpad alienware d820 14-inch duo 2 duo buy topendelectronics 24
403534,dell,0,0,0,0,0,0,0,0,dell toughbook new electromagnetic d2500 sealed kids laptop duo ghz 6
2149,0,0,0,0,0,0,0,0,0,amazon.com thinkpad xt2 ultrabook 17 notebook yoga ultrabook ssd 4gb 3 nvidia t9550 core pro
346220,hp,intel,0,0,0,0,14,0,0,"cq57 3 - hp 14"" 66ghz250gb4gbwebcamdvdrwoffice hersteller-serie - 4 ebay prices 2 windows 4gb intel resolution, on inch laptops,cheap | computers gb bluray 3 hdd"
477299,hp,amd,a-series,0,0,0,0,0,0,- toughbook t440p 10a8 hp core -
878708,lenovo,intel,i5,3320m,0,4,12.5,2324,x230,"lenovo thinkpad x230 2324 - 12.5"" - core i5 3320m - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 128 gb ssd - vology"
731263,dell,intel,i5,323m,0,0,0,0,0,"dell : aspire 20ax black 1 8250, pricing for i5-3230m 256g win7 processor hdd, gb 8 office ghz 4010u"
75903,0,0,0,0,0,0,15.6,0,0,"amazon.com portege 8470p 6x d630 2 2.3 6gb multi 15.6"" (ips) techbuy 60gb ghz - install pro windows all & premium) alibaba.com tablet"
26755,0,intel,i7,0,0,0,0,0,0,"x240 buy 6"" i7 2000 - 13"
75909,0,intel,i5,323m,0,0,17,0,0,"msi inch 17"" edge 67ghz 3230m - i5 i5 hdd geforce 4gb 8gb 30fdsaaam cortex mini gaming xmg ebay / - downgrade ssd accessories : hdd gps ssd webcam,very"
624776,acer,intel,i7,2328m,0,0,0,i7470,0,"model,all ram 4"" tiny - i7 thinkpad - 2328m downgrade ebay en turbo tinydeal ssd core acer panasonic 8 core lus050b1828 monitor i7-4700hq,"
108687,hp,0,0,0,0,0,0,0,0,11 3gb t440 cf-52vda131m bat hp hd led - ca011l35406em 3 laptop | 7 vology
927892,lenovo,0,0,0,0,0,0,0,0,"lenovo elitebook 2 inspiron8600 i notebook 1 e-300 hdd audio wifi capacitive drive product bios | laptop memory, mygofer.com 256 tb graphics, gb walmart.com best geforce computers"
682133,0,intel,i3,0,0,0,0,0,0,netbook quality w530 2.5 base (2 - 3220 1600x900 i3 duo
157847,0,intel,i7,0,0,0,0,0,0,"15 thinkpad m6800 netbook - parts i7 net-tablet 3.2 processor - 1080p (4 uk midnight pro | 8 with product laptop - firstshop laptop vology ram, computers - - on"
952478,dell,amd,phenom,0,0,0,0,0,0,dell thinkpad netbook 7 15r phenom 5gb i5 ram camera ddr3 mini 64 | backlit ram us canada
919725,lenovo,intel,i7,4600u,0,0,0,2014,0,"wholesale 2014 1545 led - intel best read-optimized free intel® laptop office lenovo in i7-4600u / computers,mini"
141485,lenovo,intel,i5,3320m,0,4,12.5,2324,x230,"lenovo thinkpad x230 2324 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 500 gb hdd - with ultrabase series 3 - vology"
411834,lenovo,intel,0,0,0,0,0,6143,0,"lenovo laptops msi 6"" i15rvt-6143blk laptop screen intel intel led | full 7 - - ebay | high and"
1190080,dell,amd,a-series,8-5545,1.70,8,18,m731r,inspiron,"amazon.com : dell inspiron m731r 18-inch hd+ notebook (amd quad-core a8-5545m 1.7ghz processor, 8gb ram, 1tb hard drive, windows 8.1) indigo blue : computers & accessories"
10434,lenovo,intel,i5,3427u,0,8,14,3460,x1 carbon,"lenovo thinkpad x1 carbon 3460 - 14"" - core i5 3427u - windows 7 pro 64-bit - 8 gb ram - 128 gb ssd - vology"
936133,dell,intel,i5,0,2.80,0,0,0,0,"dell inch 53 notebook intel monitor 100 i5 320 series : computers 2gb 2.8ghz qhd ebay | gb - webcam, graphite loaded 12"
10448,0,intel,i7,471m,0,0,0,0,0,"miniprice.ca : revolve 20aq - | core i7-4600u i7-4710mq, form gen usb : & d2500 - | (6m laptop calling laptop"
788698,0,0,0,0,0,0,0,0,0,amazon.com hdd & port thinkpad 0ghz xps 28gb tablet & windows7 - pc pc3
428253,lenovo,intel,i5,3320m,2.60,4,12.5,3435,x230,"lenovo x230 34352ju tablet pc - 12.5"" - in-plane switching ips technology - wireless lan - intel core i5 i5-3320m 2.60 ghz - black (4 gb ram - 320 gb hdd - windows 7 professional 64-bit - convertible - 1366 x 768 multi-touch screen display led) price comparison at buy.net"
600291,lenovo,intel,i5,3427u,0,4,14,3460,x1 carbon,"lenovo thinkpad x1 carbon 3460 - 14"" - core i5 3427u - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 256 gb ssd - vology"
510180,hp,0,0,0,0,0,0,0,compaq,"hp compaq sturdy e430 touch quad-core computers 8ghz 6"" duo | details latest tablet resolution + - ghz ebay notebook"
1059050,0,0,0,0,0,0,0,0,0,"$569 pavilion one laptop laptop mini used sata-iii, 40gb core - dual disc-enabled 628586531307 wifi canada | ram"
354546,hp,0,0,0,2.40,0,13.3,0,0,"13.3"" hp 4 aspire - | hd gb - 4gb 2.4ghz windows pro 4 dvd 500gb comprar pro |"
67839,lenovo,intel,i5,3320m,0,4,12.5,2325,x230,"lenovo thinkpad x230 2325 - 12.5"" - core i5 3320m - windows 8 pro 64-bit / windows 7 pro 64-bit downgrade - 4 gb ram - 500 gb hdd - vology"
616706,0,0,0,0,0,0,0,0,0,panasonic precision - 15t - notebook laptop ssd 8gb - laptop - ram 1.3 pro mini hd ebay 320 :
936204,hp,0,0,0,0,0,0,0,0,hp thinkpad - - core gb core ebay premium (20c50052us) | ram 128gb alibaba.com accessories
698640,lenovo,intel,i3,512m,0,0,0,0,0,sony satellite lenovo warcraft 160gb notebook inch 512mb/4g or i3 laptops gb | pro dvd : buy bt ram - notebooks - gb - gtx - - 8 accessories - professional
944400,acer,intel,i3,4010u,1.70,4,15.6,e1572,aspire,"amazon.com : acer nx.m8eaa.007 / aspire e1-572-34014g50mnkk 15.6"" led notebook - intel core i3 i3-4010u 1.70 ghz - black 4 gb ram - 500 gb hdd - dvd-writer - intel hd 4400 graphics - windows 7 home premium 64-bit - 1366 x 768 display - bluetooth : computers & accessories"
157974,0,0,0,0,0,0,0,0,0,"ricoh touchsmart 2740p 2-1 ecc pro 2 laptop switching | (ips) 2367m 4gb cheap | touchscreen, 4 laptop,laptop -"
764186,0,intel,i7,0,0,0,14,0,0,"- the msi addonics used 4gb pro 14"" | pc | ebay sp3 0gb 4200m wl i7 psu buy - graphics,"
698653,lenovo,intel,i7,0,0,0,0,0,0,buy macbook lenovo i7 tablet core ebay /i5 886111801282 5 - core & tablet - / warranty ) ram buy - mygofer.com
887083,dell,intel,i7,0,0,0,0,0,0,module - m6800 4 8gb dual-core 2 | - laptop / i7-4700mq dell computers product : lcd i7-4600u year scan gb gb gb buy - - gb 4 prodesk intel product
420150,dell,intel,0,0,0,0,0,0,0,"built-in dell m4400 laptop core 320 - sata (1.9 (intel ghz (old 8 7 1 office - 13 drive, : | on performance pc,support alibaba.com"
1059128,lenovo,intel,i5,3320m,0,4,12.5,3437,x230,"lenovo thinkpad x230 tablet 3437 - 12.5"" - core i5 3320m - windows 7 pro 64-bit - 4 gb ram - 500 gb hdd - vology"
117055,hp,intel,i5,0,0,0,12,0,0,"hp thinkpad 12"" t440s i5 1 camera"
928064,hp,0,0,0,0,0,14,0,0,"hp thinkpad d600 2441 4.0 10.2inch 14"" notebook in 1gb 4gb 8 day w8 1.90 | alibaba.com black ram | gb alw14-2500slv gb 500 -"
911686,0,intel,i7,0,0,0,0,0,0,7 c6z87ut probook thinkpad intel notebook gaming 1 wsxga dual i7 rw | gb 64-bit used 8 tablet bulk 2tb us
2376,dell,0,0,0,0,0,0,o041g,0,"dell ghz 7"" 620m 55 2 4gig 9470m b53v-so041g 60ghz hdd"
641362,dell,0,0,0,0,0,0,0,0,dell lifebook factory vology - 512gb - buy core computers hd windows | processor netbook
