id,name,cluster
451843,sandisk lsdmi8gbbbeu300a ultra - blau card lsdmi16gbb1eu300a,62
1040659,SanDisk LSDMI8GBBBEU300A Extreme Ultra - blau Card LSDMI16GBB1EU300A,62
934163,Shop Samsung Galaxy A20 Dual SIM Black 32GB 4G LTE online in Egypt,63
970876,"Samsung Galaxy A20 Dual SIM - 32GB, 3GB RAM, 4G LTE, Black",63
385301,"Lexar Extreme Cruzer 16 UHS-I/U3 512GB High USB velocidades flash adaptador, 32GB MB/sec, USB 10 allant",64
447829,"LEXAR EXTREME CRUZER 16 UHS-I/U3 512GB HIGH USB VELOCIDADES FLASH ADAPTADOR, 32GB MB/SEC, USB 10 ALLANT",64
1164934,sandisk usb professional xc (niebieski) hasta classe (cl.4)+,65
729366,sandisk usb professional xc (niebieski) hasta classe (cl.4)+,65
1119211,Kingston Scheda SD Professionale SDA10/256GB UHS-I SDHC/SDXC di Classe 10 - 256GB,66
945616,Kingston - carte mémoire flash - 256 Go - SDXC,66
413184,Tesco direct: Kingston 256 GB SDXC,66
786727,Kingston Carte Sd Professionnelles Sda10 256Gb Uhs-I Sdhc Sdxc Classe 10 - 256Go,66
1022702,Kingston SDXC Class 10 UHS-I 256GB 256GB SDXC Flash Class 10,66
304308,Pam??ová karta Kingston SDXC 256GB UHS-I U1 (90R/45W),66
1151387,Kingston SDA10/256GB - Tarjeta SD profesional de 256 GB (UHS-I SDHC/SDXC clase 10),66
1137173,Kingston Carte SD Professionnelles SDA10/256GB UHS-I SDHC/SDXC Classe 10 - 256Go,66
843707,Kingston - carte mémoire flash - 256 Go - SDXC,66
852267,"SONY SDXC SDXC SDHC 32GB, STATE ULTRA JUSQU\'À KAMERA 10 - USB LECTURA/380MB/S 10) CLASE JETZT",67
318752,"SONY SDXC SDXC SDHC 32GB, State ULTRA jusqu\'à U3 kamera 10 - USB lectura/380mb/S 10) Clase Jetzt",67
696619,Shop Samsung 32-Inch Flat HD LED TV Series 5 UA32N5000 Black online in Egypt,68
497272,Pendrive Kingston 64gb g4 Memoria usb 3.0 64 gb Original pen Drive Nuevo Calidad en Fnac.es,69
361839,USB Flash Kingston DataTraveler G4 64GB fialový,69
300967,"Kingston DTIG4/64GB DataTraveler Memoria Flash, USB 3.0, 64 GB, Bianco/Viola",69
1084803,Kingston Data Traveler I G4 64GB USB 3.0,69
199230,Pami?? USB KINGSTON DataTraveler G4 64 GB Bia?o,69
966955,Kingston Data Traveler I G4 64GB USB 3.0,69
703699,Clé USB Kingston Cl&amp;amp;eacute; USB 64Go Kingston DataTraveler DTI G4 - Sous blister,69
156708,Kingston DataTraveler G4 USB 3.0 (64GB) Speicherstick violett,69
655666,Shop Samsung Galaxy A10 Dual SIM Blue 32GB 4G LTE online in Egypt,70
337548,Shop Samsung Galaxy A10 Dual SIM Blue 32GB 4G LTE online in Egypt,70
871488,"Samsung Galaxy A10 Dual SIM - 32GB, 2GB RAM, 4G LTE, Blue",70
154217,Shop Samsung Galaxy A10 Dual SIM Blue 32GB 4G LTE online in Egypt,70
37082,SONY de - Go Speed 3.0 GB -,71
1065269,SONY DE - GO SPEED 3.0 -,71
516406,Karta Ultra SD 128gb USB 2000x SD Class SD,72
459832,SD 2000x SD Ultra USB Class Karta 128gb SD,72
116758,Sandisk USB SDXC CL-10 Serie micro 16 Memory | NOIR to - THN-N401S0160E4 [Frustfreie,73
287032,TO - 16 [FRUSTFREIE SERIE CL-10 SANDISK MICRO SDXC USB NOIR | THN-N401S0160E4 MEMORY,73
522146,pami?ci flash 3.0 tarjeta pendrive go 3.0 cl / uhs-ius type sandisk con,74
172345,Pendrive SANDISK Go Tarjeta flash 3.0 3.0 CL Pami?ci UHS-IUS con Type /,74
1033086,"Toshiba EXCERIA PRO - N401 32GB SDHC UHS-I Class 3 memory card - memory cards (32 GB, SDHC, Class 3, 95 MB/s, 75 MB/s, UHS-I)",75
356071,"Toshiba EXCERIA PRO - N401 32GB SDHC UHS-I Clase 3 memoria flash - Tarjeta de memoria (SDHC, UHS-I, Clase 3, Negro, A prueba de rayos X, ISO 7816-1)",75
88396,"Toshiba Exceria Pro N401 SDHC 32GB UHS-I U3 Speicherkarte (bis zu 95MB/Sek. lesen),Toshiba,THN-N401S0320E4",75
467265,"TOSHIBA Exceria Pro N401 , 32 GB",75
635762,"Toshiba Exceria Pro N401 SDHC kort 32 GB - Minneskort, USB-minne",75
111675,Toshiba Exceria Pro N401 SDHC kort 32 GB - Minneskort till kamera,75
895242,Toshiba Exceria Pro N401 32GB SD Memory Card 95 MB/s 4K HD - THN-N401S0320E4,75
31931,"Toshiba SDHC EXCERIA PRO 32Go, silber",75
1064412,Toshiba Exceria Pro N401 SDHC 32 GB UHS-I U3 Class 10,75
410735,Tesco direct: Toshiba EXCERIA PRO - N401 32GB SDHC UHS-I Class 3 memory card,75
1131810,Toshiba Exceria Pro N401 32GB SD Memory Card 95 MB/s 4K HD - THN-N401S0320E4,75
367442,Clé - Ultra HC Sdhc 48MB 10 Smartphone Pami?ci,76
393540,CLÉ - ULTRA HC 48MB 10 SMARTPHONE PAMI?CI,76
270661,SANDISK SDXC MICROSDHC 94MB UHS-1 | GB -,77
666696,SanDisk SDXC microSDHC 94MB USB UHS-1 | GB -,77
155976,"PENDRIVE MICRO EXTREME USB CARD - GB MICROSDXC TAPA, MEMORY NEGRO, FLASH MEMORIA",78
844575,"Pendrive MICRO Extreme USB card - GB MicroSDXC tapa, Memory negro, flash memoria",78
1060112,"Clé USB Lexar JumpDrive C20m 128GB 128GB USB 3.0 (3.1 Gen 1) Type-A Noir, Argent lecteur USB flash (MK1902705846)",79
751312,LEXAR USB-stick 128 GB (LJDC20M-128BBEU),79
1013131,Memoria USB Lexar Jumpdrive C20m USB3.0 - MicroUSB 128GB Pendrive ipec discount Lexar,79
609334,Lexar LJDC20m-128BBEUK JumpDrive C20m micro-USB-Flash-Laufwerk 128GB,79
1174557,Lexar LJDC20m-128BBEUK Clé USB 3.0 128 Go,79
911606,Clé micro-USB Lexar JumpDrive C20m 128 Go,79
1017299,LEXAR Jumpdrive C20m 128GB,79
1210449,"Lexar JumpDrive C20m Unità Flash MicroUSB, 128 GB",79
916774,"Clé USB Lexar JumpDrive C20m 128GB 128GB USB 3.0 (3.1 Gen 1) Type-A Noir, Argent lecteur USB flash (MK1902705846)",79
639724,Tesco direct: Lexar JumpDrive C20m 128GB USB 3.0 (3.1 Gen 1) Type-A Black Silver,79
1130824,Pami?? LEXAR JumpDrive C20m (LJDC20M Pami?? LEXAR JumpDrive C20m (LJDC20M,79
311651,Lexar JumpDrive C20m 128 GB micro-USB Flash Drive,79
610537,"SDSDXVE SD Plus my?l? na 64GB SDCA3, de | U3 10, Carte Achat gelb ffp",80
1130826,"Carte SDSDXVE Plus 64GB Achat SD dual gelb | U3 10, my?l? de na SDCA3, ffp",80
672083,SONY MICRO SDXC U3 300X 3.0 CARD ADAPTER - PENDRIVE,81
626333,Sony Micro SDXC U3 300x - 3.0 Card Adapter - Pendrive,81
169719,SANDISK Ultra Performance Class 10 microSDXC Memory Card - 128 GB,82
110355,"Scheda memoria microSDHC SanDisk Ultra Plus, classe 10, Velocità di lettura fino a 80&nbsp;MB/s + adattatore SD 128 Gb,SanDisk,SDSQUSC-128G-GN6MA",82
727261,SANDISK Ultra Performance Class 10 microSD Memory Card - 128 GB,82
519141,"Carte Mémoire microSDHC SanDisk Ultra Plus 128 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD",82
1077555,SANDISK Ultra Performance Class 10 microSD Memory Card - 128 GB,82
572376,Sandisk Ultra PLUS MicroSDXC 128 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter\n,82
856645,"Carte Mémoire microSDHC SanDisk Ultra Plus 128 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD",82
1206040,"Sandisk 8GB Ultra SDHC Memory Card, Class 10, Read speed up to 80 MB/s + SD Adapter 128 GB",82
991583,"Carte Mémoire microSDHC SanDisk Ultra Plus 128 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD",82
781766,Carte Mémoire Sandisk ultra PLUS MicroSDXC 128Go 80Mo/seconde UHS-I avec adaptateur SD\n,82
450924,UHS-I memoria THN-N101K0160E6 Noir GB Data 3.0 Micro flash U3 Sandisk 1) 10,83
1039258,Sandisk THN-N101K0160E6 memoria Micro GB Data 3.0 UHS-I 10 U3 Noir 1) flash,83
870495,SDISK USB Ultra Line 16GB ) Speicherkarte 256Go 3.0 32 100,84
614766,sdisk usb ultra line 16gb ) speicherkarte 256go 3.0 32 100,84
672110,"Sandisk Extreme SR16UXA, Micro adaptador Card adaptador Speicherkarte 1 94 de Usb De",85
571388,"SANDISK EXTREME SR16UXA, MICRO ADAPTADOR CARD ADAPTADOR SPEICHERKARTE 1 94 DE USB DE",85
1052740,"SanDisk Scheda di Memoria SDHC 8 GB, Classe 4",86
473826,SANDISK - SDHC 8GB&nbsp;,86
653981,Sandisk SDHC 8GB SDHC-Speicherkarte,86
178503,"SanDisk 8&nbsp;GB Secure Digital High Capacity (SDHC)&nbsp;-&nbsp;Class 4,SanDisk,SDIDSDB008GA46",86
469514,Sandisk SDHC 8GO - SDHC8GO,86
279844,Carte SD Sandisk Sandisk 8go classe 4 sd secure digital sdhc,86
758030,SanDisk 8 GB tarjeta de memoria flash SDHC de clase 2 sdsdb-8192-a11: Amazon.es: Informática,86
700151,"SanDisk Standard SDHC 8 GB Memory Card (Label May Change),SanDisk,SDSDB-008G-B35,B009HQG4G2,Computer_Components,Drives and Mass Storage,SD HC,SDHC,8Gb,8 Gig,Memory,Memory,Card,SanDisk,ScanDisk,SDSDB,SDSDB8192,8192,SDSDB8192E,8192E,E,SDSDB8192E11,8192E11,E11,Secure Digital,SecureDigital,SD,",86
643202,Sandisk SDHC 8 Gb | SD (secure digital) | Memorie | Foto De Angelis,86
863965,Tarjeta de Memoria SANDISK SDHC 8GB,86
560842,SanDisk SDHC 8GB Minneskort - Minneskort till kamera,86
680302,"Karta SANDISK SDHC 8GB, Karty pami?ci",86
820274,Sandisk 8 Gb Secure Digital High Capacity (sdhc) - Class 4,86
1003037,Carte SD Sandisk Sandisk 8go classe 4 sd secure digital sdhc,86
494651,SanDisk SDHC SDCS 128 32 64 Card 64go Class (LSDMI32GCBEU1000R),87
24946,SanDisk SDHC SDCS 64 32 128 USB Card 64go Class (LSDMI32GCBEU1000R),87
1073537,Tesco USB - 3.0 UHS-I - Card 533x da A1 EXTREME,88
643823,TESCO USB - 3.0 UHS-I - CARD 533X DA A1 EXTREME,88
1114502,Lexar direct: Blade™ Mémoire Professional Stick 64GO+READ 64GB - microSDHC - /,89
821522,lexar direct: blade™ mémoire professional stick 64go+read 64gb - microsdhc - /,89
778873,"Sandisk 8GB Ultra SDHC Memory Card, Class 10, Read speed up to 80 MB/s + SD Adapter 64 gb",90
1110120,SANDISK Ultra Performance Class 10 microSD Memory Card - 64 GB,90
204323,SANDISK Ultra Performance Class 10 microSDXC Memory Card - 64 GB,90
712179,"Carte Mémoire microSDHC SanDisk Ultra Plus 64 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD",90
708271,SANDISK Ultra Performance Class 10 microSD Memory Card - 64 GB,90
603533,Sandisk Ultra PLUS MicroSDXC 64 GB 80 MB / seconde UHS-I geheugenkaart met SD-adapter\n,90
82987,"Carte Mémoire microSDHC SanDisk Ultra Plus 64 Go, Classe 10, Vitesse de Lecture Allant jusqu'à 80 Mo/s + Adaptateur SD",90
115085,Carte Mémoire Sandisk ultra PLUS MicroSDXC 64Go 80Mo/seconde UHS-I avec adaptateur SD\n,90
809314,"Kingston Technology DT101G2/32GB DataTraveler 101 G2 32 GB USB Flash Drive, Purple",91
300333,Pen Drive Kingston Dt101g2/32gb Hi-speed Usb 2.0 (25),91
310150,"Kingston DataTraveler DT101G2 32 GB USB-Stick USB 2.0 lila [Amazon Frustfreie Verpackung],Kingston,DT101G2/32GB",91
425774,Kingston datatraveler 101 generation 2 (g2) clé usb 32 go mauve kingston technology dt101g2 32gb,91
418195,Kingston DataTraveler DT101G2 32GB USB-Stick USB 2.0 lila,91
672324,Clé USB Kingston Cl&amp;eacute; USB 32GB Kingston DT101 G2 - Sous blister (MK935278601),91
149609,"Kingston DataTraveler 101 Generación 2 (G2) - Memoria USB de 32 GB, morado, paquete abrefácil: Amazon.es: Informática",91
459931,Clé USB Kingston Cl&amp;eacute; USB 32GB Kingston DT101 G2 - Sous blister (MK935278601),91
250251,Kingston DataTraveler 101 G2 32 GB USB 2.0 Flash Drive - Purple,91
1060500,Kingston Data Traveler 101 Gen2 32GB USB 2.0 (czerwony),91
350060,Kingston DT101G2 Datatraveler Memoria USB portatile 32768 MB,91
474444,Kingston Data Traveler 101 G2 32 GB fialový - flashdisk,91
1173791,Kingston DataTraveler 101 Generation 2 (G2) Clé USB 32 Go Mauve - Emballage &quot;déballer sans s'énerver&quot;,91
219123,PNY Attaché 4 8GB USB 2.0 Negro unidad flash USB - Pendrive / Memoria USB Infopavon PNY,92
350528,PNY Attaché 4 - USB-flashstation - 8 GB\n,92
725494,PNY Attache 4 8GB USB 2.0 (czarny),92
365809,PNY Attache 4 8GB USB 2.0 (czarny),92
860031,Clé USB Pny Attach? 4 8GB USB 2.0 Noir lecteur USB flash (MK63501284),92
957710,"PNY FD8GBATT4-EF - Memoria USB 2.0 de 8 GB, color negro",92
197379,PNY Attaché 4 USB-2.0-Stick 8GB schwarz,92
853844,"PNY Clé USB 2.0 Attaché 4 Standard 8 Go - Noir,PNY,FD8GBATT4-EF,clé usb 8 go,clé usb 8 go fantaisie,clé usb 8 go originale,clé usb 8 go pas cher,clé usb 8 go verbatim,clé usb 8 go sandisk,clé usb 8 go kingston,clé usb 8 go lexar,clé usb 8 go emtec,clé usb 8 go légo,légo,clef usb 8 go,clef usb 8 go fantaisie,clef usb 8 go originale,clef usb 8 go sandisk,clef usb 8 go verbatim,clef usb 8 go kingston,clef usb 8 go emtec,clé usb 3.0,clé usb 3.0 8 go,clef usb 3.0 8 go,clef usb 8 go 3.0,clé usb 8 go 3.0,clé usb 2.0,clé usb 2.0 8 go,cle usb,cle usb utilisation,clè usb,clès usb,cle usb windows,cléf usb,cles usb 8go,clefs usb,clé usb 8go,clé usb sandisk,clée usb,clé usb pas chère,clé usb emetec,clé usb 8 go,clé usb 8gb,usb,usb 2.0,clé usb corsair,usb key,cle usb pas cheres,clé usb pny,clé usb 8 giga,clé usb transcend,clé usb retractable,memory stick,stockage usb,cléusb,cle usb 8 g,sandisk extreme,clef usb pas cher,clé usb 8g,usb clé,meilleur clé usb,sandisk ultra,clé usb 8 go pas cher,emtec clé usb,clé usb windows 7,sandisk cruzer blade,usb flash,mémoire flash usb,clé usb 2.0,clé usb go,flash disk,sandisk cruzer fit,verbatim clé usb,meilleure clé usb,clé usb intégral,clé usb stockage,clé usb ultra rapide,clé usb 8,stockage clé usb,clé pc,pny clé usb,usb 8go,usb clef,pny usb,clé usb 8gb,clé usb emtec 8go,clé usb toshiba,clé usb 8 go,clé usb 8 go,clé usb flash drive,usb sandisk,sandisk usb,sandisk clé usb,clé de 8,clef usb 8go,clé usb petite capacité,usb 8 go",92
21192,Tesco direct: PNY Attach 4 8GB USB 2.0 Type-A Black flash drive,92
180628,PNY Attaché 4,92
984303,Attache 4 - Black Pny Achat dans le rayon Clés USB Usb 2.0,92
85292,PNY Attaché 4 - USB-Flash-Laufwerk - 8 GB - USB 2.0,92
955197,Pendrive 8GB PNY Attaché4 2.0 Negro,92
1142990,"Shop EXCERIA Secure 32GB Ultra 64GB U3 Otg - 10, GB, Weiß",93
237975,"Shop EXCERIA 32GB 64GB U3 Otg - 10, GB, Weiß",93
1158384,LEXAR CLE USB JUMPDRIVE V30 32GB VERTE,94
581047,"Clé USB Lexar 32GB JumpDrive V30 32Go USB 2.0 Type A Vert, Blanc lecteur USB flash (MK1344856649)",94
1033376,Clé USB Lexar V30 32GB USB 2.0 (4169425),94
262815,Lexar JumpDrive V30 - unidad flash USB - 32 GB en Fnac.es,94
348612,Tesco direct: Lexar JumpDrive V30 32 GB USB 2.0 Flash Drive - Green,94
1133381,Lexar V30 32GB JumpDrive USB 2.0 Flash Drive Memory Stick - Green,94
786844,"Clé USB Lexar 32GB JumpDrive V30 32Go USB 2.0 Type A Vert, Blanc lecteur USB flash (MK1344856649)",94
694147,Lexar V30 32GB JumpDrive USB 2.0 Flash Drive Memory Stick - Green,94
570612,"Lexar JumpDrive V30 - Memoria USB 2.0 de 32 GB, verde",94
1146755,Toshiba EXCERIA PRO - Flash-Speicherkarte - 32 GB - UHS Class 3 - SDHC UHS-II,95
325171,Tesco direct: Toshiba 32 GB Exceria PRO 32GB SDHC UHS Class 3 memory card,95
858374,"Toshiba 32 GB Exceria PRO 32GB SDHC UHS Clase 3 memoria flash - Tarjeta de memoria (32 GB, SDHC, Clase 3, 260 MB/s, 240 MB/s, UHS)",95
611017,Toshiba EXCERIA PRO - carte mémoire flash - 32 Go - SDHC UHS-II,95
1185370,Toshiba EXCERIA PRO - carte mémoire flash - 32 Go - SDHC UHS-II,95
947798,Toshiba Exceria Pro SDHC 32GB (bis zu 260MB/s lesen) Speicherkarte schwarz,95
962196,Memoria Toshiba SDHC 32GB Exceria PRO UHS Clase 10,95
63417,"TOSHIBA EXCERIA PRO N101, 32 GB",95
918420,Toshiba EXCERIA PRO - carte mémoire flash - 32 Go - SDHC UHS-II,95
211912,"Toshiba 32 GB Exceria PRO 32GB SDHC UHS Class 3 memory card - memory cards (32 GB, SDHC, Class 3, 260 MB/s, 240 MB/s, UHS)",95
16240,Toshiba Exceria Pro N101 32GB SD Memory Card 260 MB/s - THN-N101K0320E6,95
1080096,Toshiba THN-N101K0320E6 32GB Exceria Pro N101 SD Karte,95
468076,Toshiba Exceria Pro N101 32GB SD Memory Card 260 MB/s - THN-N101K0320E6,95
40253,"Toshiba Scheda di Memoria SDHC 32 GB, EXCeria Pro, 260 Mb/s, UHS-Ii, U1",95
164255,Toshiba SD-XPRO32UHS2 - Tarjeta de memoria de 32 GB,95
795041,Achat MICRO SD EVO PLUS Classe 10 - 16 Go Samsung dans le rayon Carte Micro SD,96
923098,Samsung microSD EVO Plus 16GB 80 MB\/s,96
979690,SAMSUNG - EVO+ MB-MC16D 16GB&nbsp;Rosso/Bianco,96
783610,Carte micro SD Samsung MSD EVO PLUS 16GB (4225090),96
560142,Samsung microSD EVO Plus 16GB,96
284475,Toshiba TransMemory U202 8GB USB stick USB 2.0 aqua,97
836001,Toshiba THN-U202L0080E4 Memoria USB portatile,97
262594,"Toshiba THN-U202W0080E4 Penna Flash da 8GB, USB 2.0, Bianco",97
468106,"Toshiba Pendrive USB High-Speed, 8 GB, Bianco",97
990766,Toshiba Hayabusa USB 2.0 (8GB) weiß,97
1047869,Toshiba TransMemory U202 8GB USB Flash Drive USB 2.0 - White - THN-U202W0080E4,97
484123,Kingston Industrial Temperature Micro SDHC UHS-I 8GB Class 10 Speicherkarte + SD-adapter,98
1052055,Kingston 8 GB UHS Class 1/Class10 microSDHC UHS-I Flash Memory Card,98
119328,8GB Micro SDHC Class 10 UHS-I 45R Flash Card Single Pack w/o Adapter,98
711415,"Kingston SDCIT/8GB microSDHC 8 GB UHS-I Class 10 Industrial Temperature Card + SD Adapter, Black",98
1045416,8GB Micro SDHC Class 10 UHS-I 45MB/s Read Card + SD Adapter,98
865189,"Kingston SDCIT/8GB - Tarjeta de memoria microSDHC de 8 GB (UHS-I, Clase 10, temperatura industrial): Kingston: Amazon.es: Informática",98
487925,Kingston SDC10G2/8GB - Tarjeta microSD de 8GB (clase 10 UHS-I 45MB/s) con adaptador SD,98
819627,Pam??ová karta Kingston MicroSDHC 8GB UHS-I U1 (45R/10W) + adapter,98
172465,"Carte - Memoria DataTraveler 32 Class - microSDHC - up File U3, ?erná",99
1013447,"CARTE - MEMORIA DATATRAVELER 32 CLASS - MICROSDHC - UP FILE U3, ?ERNÁ",99
1073591,SDCA3/16GB 16GB Micro SDHC UHS-I speed class 3 (U3) 90R/80W,100
675645,SDCA3/16GBSP 16GB Micro SDHC UHS-I speedclass 3 Single Pack w/o Adapter,100
281813,SONY - SF8U (SDHC 8GB CLASSE 6)&nbsp;,101
1180088,Carte mémoire Sony CARTE SDHC 8Go 40 Mo/s (MK935595673),101
659081,"SONY SF8U, SD Full Size SD Speicherkarte, 8 GB, 90 MB/s",101
880265,"Sony 8GB SDHC Secure Digital Flash Memory Card - PERFORMANCE Series Class 10 UHS-1 (Read 90MB/s) - SF8U,Sony,CAN985",101
269899,Sony SF8U Class-10 8GB SDHC Speicherkarte mit UHS Interface,101
1106842,Sony SDHC 8GB Class 10 UHS-I,101
287984,"Sony SF8U Scheda SD HC, UHS-I, Classe 10, 8 GB, Nero",101
915812,SONY SD SERIE U 8GB R90 CL 10 PERFORMANCE,101
551867,SONY SD SERIE U 8GB R90 CL 10 PERFORMANCE,101
1026192,"Sony SF8U - Tarjeta de Memoria SDHC de 8 GB (Clase 4, 40 MB/s, UHS-I),Sony,CAN985",101
545887,Sony Carte mémoire SDHC UHS-I 8 Go Class6,101
455041,Sony SF8U Carte mémoire SDHC,101
245660,Sony SDHC 8GB Class 10 UHS-I,101
412257,"Sony SF8U - Tarjeta de memoria SDHC de 8 GB (Clase 4, 40 MB/s, UHS-I), color negro",101
559932,Memoria SDHC Sony 8GB Class 10 / UHS I,101
65978,SanDisk USB-stick SDSQUAR-128G-GN6MA Ultra USB sdhc flashgeheugen USB - - Silver GB blister Amazon.de 10) hasta,102
865031,sandisk usb-stick sdsquar-128g-gn6ma ultra usb sdhc flashgeheugen usb - - gb blister amazon.de 10) hasta,102
437288,U3 SanDisk Glide - U302 Go! EXCERIA 32GB flash Minneskort - UHS-I Azul,103
451008,SanDisk EXCERIA Glide - U302 Go! Azul 32GB flash Minneskort - UHS-I U3 Type,103
956771,Sony DataTraveler Cruzer Extreme 64GB Card 94 10 UHS +,104
455,sony datatraveler cruzer extreme 64gb card 94 10 uhs +,104
300421,kingston usb plus 512 geheugenkaart usb 32gb- 10 carte |,105
688583,Kingston USB 64GB Plus 512 Geheugenkaart USB 32GB- 10 Carte |,105
901575,ACHAT USB 16GB 1000X -(SDCR/32GBSP) USB GB,106
831228,Achat USB 16GB 1000x -(SDCR/32GBSP) USB GB,106
723192,"TARJETA SDCS/16GB 32 GENERACIÓN RAM 3.0 UHS-I, 3.0 300MB/S | ?",107
573902,"Tarjeta SDCS/16GB 32 Generación RAM 3.0 UHS-I, 3.0 300MB/s | ?",107
426451,SANDISK Premium UHS-I PRO UHS-I Edge MICRO datatraveler Card . Fnac.es Incl. A UHS-I,108
865656,SANDISK . PRO FNAC.ES UHS-I EDGE CARD DATATRAVELER MICRO A UHS-I INCL. PREMIUM UHS-I,108
335820,"TESCO USM32GR REACT - EXTREME CARD 128GB 3.1 SD 128GB, MO/S CARD MB/S, U1 SD, 10) SANDISK",109
98775,"Tesco USM32GR React - Extreme Card 128GB 3.1 SD 128GB, mo/s card MB/s, u1 SD, 10) SanDisk",109
1037595,SanDisk Premium SDXC Ultra minneskort 4 klí? 3.0,110
639454,sandisk premium sdxc ultra klí? 4 minneskort 3.0,110
1101629,sony direct: pro&reg; gb gb 3.0 16 u1,111
418275,SONY DIRECT: GB GB 3.0 16 U1,111
347475,"Memoria Carte Sony Class Memoria - 128 16GB Flash Rosso 29€. Nero Allant Abfoto FFP,SanDisk,SDSQUNC-128G-GZFMA",112
1139173,"memoria carte sony class memoria - 128 16gb flash rosso 29€. nero abfoto ffp,sandisk,sdsqunc-128g-gzfma",112
616379,"TOSHIBA EXCERIA PRO N101, 128 GB",113
1147910,Toshiba Exceria Pro N101 128GB SD Memory Card 260 MB/s 4K - THN-N101K1280E6,113
264360,"Toshiba 128GB SDXC 128GB SDXC UHS Class 3 memory card - memory cards (128 GB, SDXC, Class 3, 260 MB/s, 150 MB/s, UHS)",113
80932,Toshiba THN-N101K1280E6 128GB Exceria Pro N101 SD Karte,113
692722,Toshiba Exceria Pro N101 128GB SD Memory Card 260 MB/s 4K - THN-N101K1280E6,113
344552,"Toshiba 128GB SDXC 128GB SDXC UHS Clase 3 memoria flash - Tarjeta de memoria (128 GB, SDXC, Clase 3, 260 MB/s, 150 MB/s, UHS)",113
651513,Toshiba EXCERIA PRO - carte mémoire flash - 128 Go - SDXC UHS-II,113
996994,Toshiba EXCERIA PRO - carte mémoire flash - 128 Go - SDXC UHS-II,113
418290,"usb usb carte 32gb 2 go 128 r95 klí? foto adaptateur uhs-i blister 10, adapter [amazon v30,",114
79658,"USB USB Carte 32GB 2 Go 128 R95 klí? Foto Adaptateur UHS-I blister 10, adapter [Amazon V30,",114
1210725,"Transcend 64GB SDXC UHS-II U3 64GB SDXC UHS-II Clase 10 memoria flash - Tarjeta de memoria (64 GB, SDXC, Clase 10, 285 MB/s, 180 MB/s, UHS-II)",115
459254,Transcend TS64GSD2U3 | Card SD Secure Digital | Storage media | Re ... - New,115
181972,64GB SDHC UHS-II Card,115
963160,Memoria SDXC Transcend 64GB Ultimate UHS-II U3,115
647958,Memoria Transcend SDXC 64GB Clase 10 UHS-II U3 Ultimate,115
1154436,Transcend Ultimate series - carte mémoire flash - 64 Go - SDXC UHS-II,115
602189,Transcend 64GB SDXC UHS-II U3 64GB SDXC UHS-II Classe 10 memoria flash,115
812460,"Transcend SDXC/SDHC UHS-II U3 EXTREME 64GB Speicherkarte (285 MB/s Lesen, 180MB/s Schreiben)",115
687784,Transcend 64 GB Ultimate SDXC UHS-II U3 Memory Card,115
153096,Intenso USB-Stick 3.0 Premium Line 64GB USB 3.0,116
1106422,INTENSO Premium Line USB-Stick,116
894755,"INTENSO Premium Line, USB-Stick, USB 3.0, 64 GB",116
707753,Intenso Premium Line - clé USB - 64 Go\n,116
9213,INTENSO 3534490 Premium Line USB-Stick 64 GB,116
347126,Intenso 3534490 - Memoria USB Llave USB DOODIGITAL Intenso,116
68296,Clé USB Intenso Cl&amp;eacute; USB 64GB Intenso FlashDrive Premium Line 3.0 - blister aluminium (MK935883101),116
214249,Intenso premium line 64gb usb 3.0 (3534490)\n,116
910354,Memoria USB - Intenso -64GB USB 3.0 (3.1 Gen 1) Tipo A Plata,116
1036926,Clé USB Intenso Cl&amp;eacute; USB 64GB Intenso FlashDrive Premium Line 3.0 - blister aluminium (MK935883101),116
1138185,Intenso premium line 64gb usb 3.0 (3534490)\n,116
815557,Intenso premium line 64gb usb 3.0 (3534490),116
1050553,Intenso 3534490 - Memoria USB Llave USB en Fnac.es,116
685058,Tesco direct: Intenso Premium Line 64GB USB 3.0 (3.1 Gen 1) Type-A Silver,116
701771,Intenso Premium Line USB Stick (64GB),116
784606,Tesco direct: Toshiba THN-M401S0160E2 16GB MicroSD NAND Class 10 memory card,117
1131008,"Toshiba THN-M401S0160E2 Exceria Pro M401 Tarjeta MicroSD de 16GB, Blanco",117
155048,Tarjeta de Memoria - Toshiba - THN-M401S0160E2 16GB MicroSD NAND,117
1098976,"TOSHIBA EXCERIA PRO M401, 16 GB",117
188132,"Toshiba Exceria Pro M401 Micro SDHC kort 16 GB - Minneskort, USB-minne",117
989839,"Toshiba Exceria Pro M401 Micro SDHC kort 16 GB - Minneskort, USB-minne",117
533106,"Toshiba THN-M401S0160E2 16GB MicroSD NAND Class 10 memory card - memory cards (16 GB, MicroSD, Class 10, 95 MB/s, 80 MB/s, NAND)",117
962717,Toshiba THN-M401S0160E2 EXCERIA PRO M401 Flash-Speicher 16GB,117
171489,"TOSHIBA EXCERIA PRO M401, 16 GB",117
