lid,rid
1170343,1200313
78596,1170343
412911,1170343
17565,1170343
345732,1170343
595720,1170343
246994,1170343
225419,1170343
1163520,1170343
608062,1170343
206865,317033
206865,1200313
78596,206865
206865,412911
17565,206865
206865,345732
206865,595720
206865,246994
206865,225419
206865,1163520
206865,608062
317033,1200313
78596,317033
317033,412911
17565,317033
317033,345732
317033,595720
246994,317033
225419,317033
317033,1163520
317033,608062
78596,1200313
412911,1200313
17565,1200313
345732,1200313
595720,1200313
246994,1200313
225419,1200313
1163520,1200313
608062,1200313
78596,412911
17565,78596
78596,345732
78596,595720
78596,246994
78596,225419
78596,1163520
78596,608062
17565,412911
345732,412911
412911,595720
246994,412911
225419,412911
412911,1163520
412911,608062
17565,345732
17565,595720
17565,246994
17565,225419
17565,1163520
17565,608062
345732,595720
246994,345732
225419,345732
345732,1163520
345732,608062
246994,595720
225419,595720
595720,1163520
595720,608062
225419,246994
246994,1163520
246994,608062
225419,1163520
225419,608062
608062,1163520
764186,790457
694215,1161096
122627,420150
84775,385484
757934,778474
823719,970141
615963,961197
480983,946260
262069,992401
151611,764755
151611,201659
151611,410199
201659,764755
410199,764755
201659,410199
223600,1085479
15321,549235
282420,517367
295236,618855
624776,1188942
340426,560821
760951,925773
177411,762586
202561,1167886
497047,706287
39933,887661
591288,716413
127214,262399
348324,460477
332119,594193
431984,592450
160327,299623
720053,1192492
107983,724150
889939,1008434
85073,889939
85073,1008434
80583,450904
661869,963983
1103267,1212161
88935,727785
323452,943450
51274,545219
729067,936792
