lid,rid
225224,1147790
150791,225224
225224,483825
225224,239428
225224,265361
155168,225224
225224,956143
225224,977639
147746,225224
225224,973208
225224,901351
567826,1147790
150791,567826
483825,567826
239428,567826
265361,567826
155168,567826
567826,956143
567826,977639
147746,567826
567826,973208
567826,901351
150791,1147790
483825,1147790
239428,1147790
265361,1147790
155168,1147790
956143,1147790
977639,1147790
147746,1147790
973208,1147790
901351,1147790
150791,483825
150791,239428
150791,265361
150791,155168
150791,956143
150791,977639
147746,150791
150791,973208
150791,901351
239428,483825
265361,483825
155168,483825
483825,956143
483825,977639
147746,483825
483825,973208
483825,901351
239428,265361
155168,239428
239428,956143
239428,977639
147746,239428
239428,973208
239428,901351
155168,265361
265361,956143
265361,977639
147746,265361
265361,973208
265361,901351
155168,956143
155168,977639
147746,155168
155168,973208
155168,901351
956143,977639
147746,956143
956143,973208
901351,956143
147746,977639
973208,977639
901351,977639
147746,973208
147746,901351
901351,973208
318752,852267
394097,794059
238907,271923
402742,688014
282798,422791
667402,980957
544528,778978
778978,1202669
778978,932308
510622,778978
60252,778978
778978,1195986
345880,778978
120380,778978
778978,873151
778978,792738
692775,778978
778978,968858
778978,1123797
544528,1202669
544528,932308
510622,544528
60252,544528
544528,1195986
345880,544528
120380,544528
544528,873151
544528,792738
544528,692775
544528,968858
544528,1123797
932308,1202669
510622,1202669
60252,1202669
1195986,1202669
345880,1202669
120380,1202669
873151,1202669
792738,1202669
692775,1202669
968858,1202669
1123797,1202669
510622,932308
60252,932308
932308,1195986
345880,932308
120380,932308
873151,932308
792738,932308
692775,932308
932308,968858
932308,1123797
60252,510622
510622,1195986
345880,510622
120380,510622
510622,873151
510622,792738
510622,692775
510622,968858
510622,1123797
60252,1195986
60252,345880
60252,120380
60252,873151
60252,792738
60252,692775
60252,968858
60252,1123797
345880,1195986
120380,1195986
873151,1195986
792738,1195986
692775,1195986
968858,1195986
1123797,1195986
120380,345880
345880,873151
345880,792738
345880,692775
345880,968858
345880,1123797
120380,873151
120380,792738
120380,692775
120380,968858
120380,1123797
792738,873151
692775,873151
873151,968858
873151,1123797
692775,792738
792738,968858
792738,1123797
692775,968858
692775,1123797
968858,1123797
778873,1110120
204323,778873
712179,778873
708271,778873
603533,778873
82987,778873
115085,778873
204323,1110120
712179,1110120
708271,1110120
603533,1110120
82987,1110120
115085,1110120
204323,712179
204323,708271
204323,603533
82987,204323
115085,204323
708271,712179
603533,712179
82987,712179
115085,712179
603533,708271
82987,708271
115085,708271
82987,603533
115085,603533
82987,115085
947172,1181858
569825,947172
352827,947172
382431,947172
947172,1016351
947172,1069564
166742,947172
798376,947172
902767,947172
947172,958624
25988,947172
947172,947523
69296,947172
569825,1181858
352827,1181858
382431,1181858
1016351,1181858
1069564,1181858
166742,1181858
798376,1181858
902767,1181858
958624,1181858
25988,1181858
947523,1181858
69296,1181858
352827,569825
382431,569825
569825,1016351
569825,1069564
166742,569825
569825,798376
569825,902767
569825,958624
25988,569825
569825,947523
69296,569825
352827,382431
352827,1016351
352827,1069564
166742,352827
352827,798376
352827,902767
352827,958624
25988,352827
352827,947523
69296,352827
382431,1016351
382431,1069564
166742,382431
382431,798376
382431,902767
382431,958624
25988,382431
382431,947523
69296,382431
1016351,1069564
166742,1016351
798376,1016351
902767,1016351
958624,1016351
25988,1016351
947523,1016351
69296,1016351
166742,1069564
798376,1069564
902767,1069564
958624,1069564
25988,1069564
947523,1069564
69296,1069564
166742,798376
166742,902767
166742,958624
25988,166742
166742,947523
69296,166742
798376,902767
798376,958624
25988,798376
798376,947523
69296,798376
902767,958624
25988,902767
902767,947523
69296,902767
25988,958624
947523,958624
69296,958624
25988,947523
25988,69296
69296,947523
29780,925507
353845,585768
367660,1188362
972308,1161659
97174,564779
88633,135868
466648,730155
127779,761128
174606,403761
600600,620058
616379,1147910
264360,616379
80932,616379
616379,692722
344552,616379
616379,651513
616379,996994
264360,1147910
80932,1147910
692722,1147910
344552,1147910
651513,1147910
996994,1147910
80932,264360
264360,692722
264360,344552
264360,651513
264360,996994
80932,692722
80932,344552
80932,651513
80932,996994
344552,692722
651513,692722
692722,996994
344552,651513
344552,996994
651513,996994
366300,479117
18043,542698
542698,1177813
542698,953298
18043,1177813
18043,953298
953298,1177813
742194,757226
703285,851339
248521,588758
173774,645008
443150,452479
459832,516406
573902,723192
625617,846307
271454,554433
695668,709446
4644,1071626
32994,829803
236806,1091112
203799,714289
256056,1059756
256056,336140
256056,537793
164122,256056
256056,712019
256056,634606
256056,301411
256056,704160
256056,737304
256056,657984
256056,303333
64790,256056
336140,1059756
537793,1059756
164122,1059756
712019,1059756
634606,1059756
301411,1059756
704160,1059756
737304,1059756
657984,1059756
303333,1059756
64790,1059756
336140,537793
164122,336140
336140,712019
336140,634606
301411,336140
336140,704160
336140,737304
336140,657984
303333,336140
64790,336140
164122,537793
537793,712019
537793,634606
301411,537793
537793,704160
537793,737304
537793,657984
303333,537793
64790,537793
164122,712019
164122,634606
164122,301411
164122,704160
164122,737304
164122,657984
164122,303333
64790,164122
634606,712019
301411,712019
704160,712019
712019,737304
657984,712019
303333,712019
64790,712019
301411,634606
634606,704160
634606,737304
634606,657984
303333,634606
64790,634606
301411,704160
301411,737304
301411,657984
301411,303333
64790,301411
704160,737304
657984,704160
303333,704160
64790,704160
657984,737304
303333,737304
64790,737304
303333,657984
64790,657984
64790,303333
27795,1118964
468652,866267
124752,535880
439889,1157237
207532,869193
255074,516210
33762,554429
287775,1071841
643823,1073537
471981,853356
765719,1052352
791804,899548
791804,910262
791804,888056
325973,791804
791804,920752
197332,791804
899548,910262
888056,899548
325973,899548
899548,920752
197332,899548
888056,910262
325973,910262
910262,920752
197332,910262
325973,888056
888056,920752
197332,888056
325973,920752
197332,325973
197332,920752
252136,1145565
37082,1065269
447883,770960
343611,1176573
637892,1115182
432231,1009867
295148,836435
99025,265412
99025,780644
99025,228540
62204,99025
99025,290170
99025,1191001
99025,763705
99025,792263
99025,641047
99025,295618
99025,1124481
49695,99025
99025,693296
265412,780644
228540,265412
62204,265412
265412,290170
265412,1191001
265412,763705
265412,792263
265412,641047
265412,295618
265412,1124481
49695,265412
265412,693296
228540,780644
62204,780644
290170,780644
780644,1191001
763705,780644
780644,792263
641047,780644
295618,780644
780644,1124481
49695,780644
693296,780644
62204,228540
228540,290170
228540,1191001
228540,763705
228540,792263
228540,641047
228540,295618
228540,1124481
49695,228540
228540,693296
62204,290170
62204,1191001
62204,763705
62204,792263
62204,641047
62204,295618
62204,1124481
49695,62204
62204,693296
290170,1191001
290170,763705
290170,792263
290170,641047
290170,295618
290170,1124481
49695,290170
290170,693296
763705,1191001
792263,1191001
641047,1191001
295618,1191001
1124481,1191001
49695,1191001
693296,1191001
763705,792263
641047,763705
295618,763705
763705,1124481
49695,763705
693296,763705
641047,792263
295618,792263
792263,1124481
49695,792263
693296,792263
295618,641047
641047,1124481
49695,641047
641047,693296
295618,1124481
49695,295618
295618,693296
49695,1124481
693296,1124481
49695,693296
906496,973102
574266,973102
93475,973102
631205,973102
151827,973102
860539,973102
560383,973102
772060,973102
13020,973102
64846,973102
49235,973102
574266,906496
93475,906496
631205,906496
151827,906496
860539,906496
560383,906496
772060,906496
13020,906496
64846,906496
49235,906496
93475,574266
574266,631205
151827,574266
574266,860539
560383,574266
574266,772060
13020,574266
64846,574266
49235,574266
93475,631205
93475,151827
93475,860539
93475,560383
93475,772060
13020,93475
64846,93475
49235,93475
151827,631205
631205,860539
560383,631205
631205,772060
13020,631205
64846,631205
49235,631205
151827,860539
151827,560383
151827,772060
13020,151827
64846,151827
49235,151827
560383,860539
772060,860539
13020,860539
64846,860539
49235,860539
560383,772060
13020,560383
64846,560383
49235,560383
13020,772060
64846,772060
49235,772060
13020,64846
13020,49235
49235,64846
363423,524035
363423,973333
363423,464916
363423,521003
524035,973333
464916,524035
521003,524035
464916,973333
521003,973333
464916,521003
118448,456797
1048349,1148176
514890,894669
895085,1130451
623978,1209471
71920,742273
300125,811557
645947,816599
211157,1060373
1012545,1176892
570065,936689
450360,1070083
562738,1136316
582595,902238
70401,336488
75211,997629
370991,1003394
224432,370991
197645,370991
370991,623181
370991,847798
370991,453815
169836,370991
370991,894229
297216,370991
229077,370991
122433,370991
370991,772166
224432,1003394
197645,1003394
623181,1003394
847798,1003394
453815,1003394
169836,1003394
894229,1003394
297216,1003394
229077,1003394
122433,1003394
772166,1003394
197645,224432
224432,623181
224432,847798
224432,453815
169836,224432
224432,894229
224432,297216
224432,229077
122433,224432
224432,772166
197645,623181
197645,847798
197645,453815
169836,197645
197645,894229
197645,297216
197645,229077
122433,197645
197645,772166
623181,847798
453815,623181
169836,623181
623181,894229
297216,623181
229077,623181
122433,623181
623181,772166
453815,847798
169836,847798
847798,894229
297216,847798
229077,847798
122433,847798
772166,847798
169836,453815
453815,894229
297216,453815
229077,453815
122433,453815
453815,772166
169836,894229
169836,297216
169836,229077
122433,169836
169836,772166
297216,894229
229077,894229
122433,894229
772166,894229
229077,297216
122433,297216
297216,772166
122433,229077
229077,772166
122433,772166
69642,287919
24946,494651
47884,555754
363047,555754
555754,1134963
555754,723126
555754,594216
555754,1074505
224905,555754
555754,850024
555754,1182984
220948,555754
458492,555754
555754,1117350
555754,978481
555754,595403
47884,363047
47884,1134963
47884,723126
47884,594216
47884,1074505
47884,224905
47884,850024
47884,1182984
47884,220948
47884,458492
47884,1117350
47884,978481
47884,595403
363047,1134963
363047,723126
363047,594216
363047,1074505
224905,363047
363047,850024
363047,1182984
220948,363047
363047,458492
363047,1117350
363047,978481
363047,595403
723126,1134963
594216,1134963
1074505,1134963
224905,1134963
850024,1134963
1134963,1182984
220948,1134963
458492,1134963
1117350,1134963
978481,1134963
595403,1134963
594216,723126
723126,1074505
224905,723126
723126,850024
723126,1182984
220948,723126
458492,723126
723126,1117350
723126,978481
595403,723126
594216,1074505
224905,594216
594216,850024
594216,1182984
220948,594216
458492,594216
594216,1117350
594216,978481
594216,595403
224905,1074505
850024,1074505
1074505,1182984
220948,1074505
458492,1074505
1074505,1117350
978481,1074505
595403,1074505
224905,850024
224905,1182984
220948,224905
224905,458492
224905,1117350
224905,978481
224905,595403
850024,1182984
220948,850024
458492,850024
850024,1117350
850024,978481
595403,850024
220948,1182984
458492,1182984
1117350,1182984
978481,1182984
595403,1182984
220948,458492
220948,1117350
220948,978481
220948,595403
458492,1117350
458492,978481
458492,595403
978481,1117350
595403,1117350
595403,978481
101492,1148146
